dataset,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,min,max,mean,median,std,auroc,f1,nll,time
UWaveGestureLibraryX,0.86627582,0.87744277,0.88525963,0.88274707,0.88581798,0.87353434,0.87911781,0.88246790,0.87493021,0.88051368,0.87520938,0.87353434,0.86711334,0.88302624,0.88163037,0.87995533,0.88414294,0.88358459,0.87688442,0.87967616,0.87967616,0.87995533,0.88302624,0.88693467,0.88135120,0.88135120,0.87297599,0.87576773,0.87102178,0.88442211,0.86627582,0.88693467,0.87897822,0.87995533,0.00522224,0.98486145,0.87621405,1.07107860,12.24546476
UWaveGestureLibraryY,0.81267448,0.82830821,0.82104969,0.82774986,0.81853713,0.82412060,0.82328308,0.82384143,0.81127862,0.80960357,0.81239531,0.82914573,0.82272473,0.83277499,0.81658291,0.81183696,0.80429927,0.82188721,0.80039084,0.82300391,0.80876605,0.82719151,0.81490787,0.82384143,0.82495812,0.81518705,0.81937465,0.82830821,0.82719151,0.81127862,0.80039084,0.83277499,0.81921645,0.82146845,0.00794107,0.97198526,0.81760965,1.20336439,12.88525856
UWaveGestureLibraryZ,0.82523730,0.81630374,0.82188721,0.81518705,0.83026242,0.82579564,0.82523730,0.82691234,0.81574539,0.83612507,0.82663317,0.83054160,0.83193747,0.82328308,0.83696259,0.84561697,0.82830821,0.83891681,0.83221664,0.82830821,0.83026242,0.81518705,0.83193747,0.82970408,0.82579564,0.82858738,0.83556672,0.82244556,0.82802903,0.83026242,0.81518705,0.84561697,0.82797320,0.82830821,0.00693056,0.97666912,0.82522913,1.15476235,12.75898314
Wafer,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.31637847,10.40899927
Wine,0.90740741,0.88888889,0.94444444,1.00000000,0.96296296,0.87037037,0.92592593,0.92592593,1.00000000,0.96296296,0.92592593,0.94444444,1.00000000,0.88888889,0.85185185,0.94444444,0.94444444,0.94444444,0.94444444,0.92592593,0.94444444,0.94444444,1.00000000,1.00000000,0.92592593,0.83333333,0.94444444,0.96296296,0.88888889,1.00000000,0.83333333,1.00000000,0.93827160,0.94444444,0.04364857,0.98109182,0.93461613,0.43303041,1.68034129
WordSynonyms,0.76645768,0.81034483,0.80877743,0.82131661,0.80877743,0.77586207,0.81661442,0.81034483,0.79937304,0.80094044,0.81034483,0.78526646,0.79467085,0.79310345,0.80407524,0.81191223,0.83542320,0.79623824,0.77742947,0.80407524,0.82445141,0.80250784,0.78526646,0.76645768,0.83228840,0.78526646,0.81191223,0.77899687,0.78056426,0.79623824,0.76645768,0.83542320,0.79984326,0.80172414,0.01764582,0.96444855,0.68519076,2.25041908,18.18939696
Worms,0.75324675,0.79220779,0.75324675,0.84415584,0.76623377,0.75324675,0.70129870,0.80519481,0.84415584,0.72727273,0.67532468,0.74025974,0.75324675,0.71428571,0.81818182,0.77922078,0.79220779,0.75324675,0.79220779,0.77922078,0.84415584,0.74025974,0.77922078,0.77922078,0.74025974,0.84415584,0.75324675,0.80519481,0.74025974,0.80519481,0.67532468,0.84415584,0.77229437,0.77272727,0.04224718,0.94220646,0.74658873,0.91961756,20.08308105
WormsTwoClass,0.79220779,0.80519481,0.80519481,0.81818182,0.79220779,0.79220779,0.71428571,0.83116883,0.77922078,0.77922078,0.79220779,0.77922078,0.81818182,0.75324675,0.87012987,0.79220779,0.75324675,0.83116883,0.77922078,0.81818182,0.83116883,0.79220779,0.80519481,0.84415584,0.79220779,0.87012987,0.84415584,0.83116883,0.80519481,0.80519481,0.71428571,0.87012987,0.80389610,0.80519481,0.03274342,0.88652433,0.83629854,0.51022738,16.30181909
Yoga,0.95100000,0.95500000,0.94200000,0.96100000,0.95066667,0.96466667,0.94600000,0.95100000,0.95466667,0.94766667,0.95966667,0.93566667,0.95133333,0.94800000,0.94266667,0.95066667,0.95966667,0.94733333,0.94600000,0.95233333,0.94000000,0.95166667,0.95000000,0.96166667,0.95300000,0.94333333,0.94233333,0.95933333,0.93700000,0.94533333,0.93566667,0.96466667,0.95002222,0.95066667,0.00725868,0.98712059,0.95374173,0.42585344,9.44073930
MEAN,0.87704926,0.89901297,0.89819546,0.89988274,0.89480320,0.89760470,0.89353072,0.89778954,0.90068738,0.89977034,0.89512628,0.89985324,0.89503042,0.89467663,0.89590524,0.89257412,0.89507196,0.89660954,0.89870733,0.89446859,0.89694985,0.89702554,0.89516084,0.89872691,0.89858211,0.89509794,0.89974390,0.90027528,0.89556895,0.89577512,0.84671998,0.92428926,0.89630854,0.89802180,0.01771253,0.96689105,0.87440781,0.85210262,12.47352593
MIN,0.35073840,0.37869198,0.36603376,0.38924051,0.35495781,0.37658228,0.35917722,0.37289030,0.37552743,0.36761603,0.33280591,0.35495781,0.35390295,0.34599156,0.36656118,0.36867089,0.34757384,0.39029536,0.35179325,0.37025316,0.36919831,0.35495781,0.37658228,0.36234177,0.38343882,0.37130802,0.39504219,0.35126582,0.37236287,0.35126582,0.33280591,0.39504219,0.36540084,0.36708861,0.00000000,0.67561448,0.14521483,0.27115128,1.01319817
MAX,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.07286890,1.00000000,1.00000000,3.24436138,108.65559352
STD,0.13533734,0.11319421,0.11252030,0.11337676,0.11574593,0.11077076,0.12022556,0.11581359,0.11511083,0.11391838,0.11870737,0.11738465,0.11672053,0.11704929,0.11300137,0.11575056,0.11794881,0.10966960,0.11451343,0.11266980,0.11661103,0.11488364,0.11285216,0.11432364,0.11356242,0.11314476,0.11299617,0.11332595,0.11609155,0.11403949,0.13815133,0.10264607,0.11311804,0.11325888,0.01535369,0.05602799,0.15942439,0.66804702,14.86551520
